Id,información,nivel,ejecución,mining,rediseño,funcional,management,analista,elaborar,marts,aplicación,extracción,simulación,co,warehouses,seguimiento,nuevo,arquitectura,indicador,uso,implementación,olap,planeamiento,usuario,venta,caso,experiencia,negociar,multidimensionales,administración,documentario,consultoría,área,estrategia,crm,sistema,poder,optimización,plan,financiero,volumen,proceso,evaluar,informático,auditoría,oracle,modelamiento,conocimiento,pantalla,mejora,implantación,ejecutar,mapeo,generación,monitorear,servicio,relevamiento,base,potencial,banca,administrador,flujogramas,herramienta,problema,diseño,análisis,datastage,prototipo,datamining,business,etl,services,bsc,explotación,modeladores,modelación,procesamiento,lógico,técnico,teradata,objeto,one,abap,bi,sap,cubo,registro,modelar,datawarehouse,gestión,diseñar,especificar,tabulares,analisys,modelo,datawarehousing,requerimiento,consultor,dominio,automatizables,mensual,diferente,comercial,reportar,actividad,analytics,listado,minería,bpmn,levantamiento,aseguramiento,desarrollo,sql,orientar,data,documentaria,reporting,negocio,junior,automatización,dato,entrever,enfrentar,prueba,inteligencia,documentación,intelligence,proyecto,especificación,apoyo,calidad,solución,process,erp,funcionalidad,consolidar,elaboración,moldeamiento,manejo,producto,bpm,físico,analizar,Categoria
2560,0.0,0.8931683144533009,0.0,0.0,0.0,1.7076763520175138,2.502606226887401,0.0,3.845575463268918,0.0,10.528541777433919,0.0,0.0,0.11834872042952352,0.0,0.0,3.845575463268918,0.0,0.0,0.0,0.0,0.0,0.0,3.230606063772997,0.0,0.0,0.24382375655174848,1.5863154950132463,0.0,0.0,0.0,0.0,1.2915159547926012,0.0,0.0,0.4877032063451365,0.0,0.0,0.0,0.0,0.0,2.2326237315350212,0.0,0.0,0.0,1.7404661748405046,0.0,0.6752850235388064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2326237315350212,0.0,0.9985288301111273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1904198379212325,0.0,0.0,0.0,2.4336133554004498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3574739225843986,0.0,0.0,3.5141149288516145,0.0,1.2397499589072392,7.730142597123369,0.0,0.0,0.0,0.0,3.458038529815156,2.4336133554004498,0.0,0.0,0.0,0.0,0.0,1.5863154950132463,0.0,0.0,0.0,0.0,0.0,0.0,2.097141118779237,1.8094590463274558,0.0,0.0,0.0,0.0,0.0,0.0,3.6302282076216015,1.0812205459562405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8789836794613444,0.0,0.0,0.0,0.0,0.0,0.0,1.2397499589072392,0.0,0.0,1.4781019103730135,1.2296405510745139,0.0,4.738149668525757,0.0,0.0,2.3084502124464437,0.0,0.0,0.0,0.0,0.0,0.0,NULL
1793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.0,0.0,0.0710092322577141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.462942539310491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4877032063451365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7404661748405046,0.0,0.6752850235388064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985288301111273,0.0,0.0,0.0,0.0,0.0,0.0,1.2498432583920334,0.0,0.0,0.0,0.0,0.0,0.0,2.097141118779237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9075570519054004,2.162441091912481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8789836794613444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.743768283704289,0.0,1.4781019103730135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9636097261547143,NULL
1794,1.209837923778334,1.7863366289066018,0.0,0.0,0.0,0.0,0.0,1.0473189942805592,0.0,0.0,0.0,0.0,0.0,0.33137641720266586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24382375655174848,0.0,0.0,9.613938658172295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0129275353082097,0.0,0.0,0.0,4.1012422062886875,0.0,0.0,0.0,4.4652474630700425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00616934057351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2397499589072392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL
1541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0473189942805592,0.0,0.0,0.0,0.0,0.0,0.09467897634361881,0.0,0.0,0.0,0.0,0.0,2.00616934057351,0.0,0.0,0.0,1.6153030318864985,0.0,2.576714199041123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4877032063451365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0506211031443438,0.0,0.0,0.0,0.0,0.0,0.9985288301111273,0.0,0.0,0.0,0.0,1.2915159547926012,0.0,2.4996865167840667,1.1904198379212325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3574739225843986,0.0,2.9444389791664403,0.0,0.0,1.2397499589072392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2436616378687217,5.153428398082246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5487354530323714,0.0,0.0,0.0,0.0,2.743768283704289,0.0,1.4781019103730135,0.0,0.0,0.0,0.0,0.0,0.0,4.448516375942715,1.55814461804655,0.0,0.0,0.0,0.0,NULL
1286,1.209837923778334,3.5726732578132037,0.0,0.0,0.0,1.7076763520175138,0.0,3.141956982841678,1.922787731634459,0.0,0.0,0.0,0.0,0.37871590537447525,0.0,1.8835670184811777,0.0,0.0,0.0,0.0,2.760926881618195,0.0,0.0,0.0,0.0,0.0,0.24382375655174848,6.345261980052985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4877032063451365,0.0,0.0,2.1972245773362196,0.0,0.0,16.74467798651266,2.576714199041123,0.0,0.0,0.0,0.0,2.3634975823858224,0.0,11.781658356928286,0.0,0.0,0.0,0.0,2.2512917986064953,3.348935597302532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01233868114702,0.0,0.0,0.0,0.0,0.0,1.2397499589072392,0.0,0.0,0.0,0.0,0.0,4.610718039753541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8094590463274558,0.0,0.0,0.0,0.0,2.3084502124464437,0.0,0.9075570519054004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8596249383608587,0.0,0.0,0.0,1.2296405510745139,0.0,0.0,0.0,0.0,0.0,0.0,6.2325784721862,0.0,3.755369195382769,0.0,3.9272194523094286,NULL
1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0473189942805592,0.0,0.0,0.0,0.0,0.0,0.42605539354628463,0.0,0.0,0.0,0.0,0.0,2.00616934057351,0.0,0.0,0.0,0.0,0.0,0.0,0.24382375655174848,1.5863154950132463,0.0,1.922787731634459,0.0,0.0,2.5830319095852023,0.0,0.0,1.4631096190354094,0.0,0.0,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3376425117694032,0.0,0.0,0.0,2.0506211031443438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.349904087274605,0.0,0.0,1.2915159547926012,1.8835670184811777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.714947845168797,0.0,0.0,1.171371642950538,0.0,0.6198749794536196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5863154950132463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8789836794613444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2296405510745139,0.0,0.0,0.0,0.0,0.0,0.0,1.55814461804655,0.0,0.0,0.0,0.0,NULL
2568,0.0,0.0,0.0,0.0,0.0,3.4153527040350276,0.0,0.0,1.922787731634459,0.0,3.0081547935525483,0.0,0.0,0.11834872042952352,0.0,0.0,1.922787731634459,0.0,0.0,0.0,1.3804634408090974,0.0,0.0,1.6153030318864985,0.0,0.0,0.24382375655174848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4877032063451365,0.0,0.0,1.0986122886681098,0.0,0.0,1.1163118657675106,0.0,0.0,0.0,0.0,0.0,0.3376425117694032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2915159547926012,0.0,0.0,1.1904198379212325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.714947845168797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5863154950132463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4781019103730135,2.4592811021490277,0.0,0.0,8.89703275188543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9272194523094286,NULL
1545,0.0,0.0,0.0,0.0,0.0,0.0,5.005212453774802,0.0,0.0,0.0,0.0,0.0,0.0,0.37871590537447525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24382375655174848,3.1726309900264926,0.0,0.0,0.0,10.306856796164492,2.5830319095852023,0.0,0.0,0.0,4.738149668525757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2326237315350212,0.0,0.9985288301111273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.202484412577375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8789836794613444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55814461804655,0.0,0.0,0.0,0.0,NULL
2316,0.0,1.7863366289066018,0.0,0.0,0.0,0.0,0.0,1.0473189942805592,0.0,0.0,0.0,0.0,0.0,0.23669744085904704,0.0,0.0,0.0,2.145931282948669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48764751310349697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4631096190354094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3376425117694032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985288301111273,0.0,0.0,0.0,0.0,0.0,0.0,1.2498432583920334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2397499589072392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8094590463274558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.162441091912481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8789836794613444,0.0,0.0,0.0,0.0,1.8094590463274558,0.0,1.2397499589072392,0.0,0.0,1.4781019103730135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL
2317,0.0,0.8931683144533009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16568820860133293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6153030318864985,0.0,0.0,0.9752950262069939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975406412690273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3376425117694032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2498432583920334,1.1904198379212325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4794999178144783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8094590463274558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6198749794536196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL
